1800,(-22.882920981887704, 29.797046780150207)
1810,(-22.882892144086625, 29.796955507550287)
1820,(-22.882863306233453, 29.79686423498912)
1830,(-22.8828344683282, 29.796772962466743)
1840,(-22.88280563037085, 29.796681689983142)
1850,(-22.882776792361426, 29.796590417538315)
1860,(-22.882747954299898, 29.796499145132277)
1870,(-22.882719257559817, 29.796408772493624)
1880,(-22.882691833134796, 29.796326497448185)
1890,(-22.882664408667452, 29.796244222436)
1900,(-22.88263698415778, 29.796161947457044)
1910,(-22.88260955960578, 29.796079672511336)
1920,(-22.882582135011468, 29.79599739759887)
1930,(-22.88255471037482, 29.795915122719645)
1940,(-22.88252728569585, 29.79583284787365)
1950,(-22.882499860974555, 29.79575057306091)
1960,(-22.882472436210943, 29.795668298281416)
1970,(-22.882445011405, 29.79558602353516)
1980,(-22.882417586556734, 29.795503748822142)
1990,(-22.882390161666148, 29.795421474142376)
2000,(-22.882362736733235, 29.79533919949585)
2010,(-22.882335311757995, 29.79525692488255)
2020,(-22.882307886740442, 29.7951746503025)
2030,(-22.882280461680555, 29.795092375755704)
2040,(-22.882253036578348, 29.795010101242138)
2050,(-22.882225611433817, 29.79492782676182)
2060,(-22.882198186246963, 29.79484555231474)
2070,(-22.882170761017782, 29.79476327790089)
2080,(-22.88214333574628, 29.794681003520296)
2090,(-22.882115910432457, 29.79459872917294)
2100,(-22.88208848507631, 29.794516454858833)
2110,(-22.88206644332149, 29.794425473706372)
2120,(-22.88204574742452, 29.794332315864903)
2130,(-22.88202505147329, 29.794239158051834)
2140,(-22.882004355467796, 29.794146000267183)
2150,(-22.881983659408036, 29.794052842510922)
2160,(-22.881962963294015, 29.793959684783065)
2170,(-22.881942267125748, 29.793866527083612)
2180,(-22.881921570903213, 29.793773369412577)
2190,(-22.881900874626414, 29.79368021176994)
2200,(-22.881880178295354, 29.793587054155687)
2210,(-22.881859481910038, 29.793493896569853)
2220,(-22.88183878547046, 29.793400739012434)
2230,(-22.881818088976623, 29.793307581483397)
2240,(-22.881797392428528, 29.79321442398277)
2250,(-22.88177669582616, 29.79312126651055)
2260,(-22.88175599916955, 29.793028109066746)
2270,(-22.881735302458672, 29.792934951651333)
2280,(-22.881714605693535, 29.792841794264316)
2290,(-22.881693908874134, 29.792748636905717)
2300,(-22.88167321200048, 29.79265547957553)
2310,(-22.88165251507256, 29.79256232227373)
2320,(-22.881631818090387, 29.792469165000334)
2330,(-22.881611121053954, 29.792376007755355)
2340,(-22.881590423963253, 29.792282850538776)
2350,(-22.881569726818302, 29.7921896933506)
2360,(-22.881549029619087, 29.79209653619082)
2370,(-22.88152833236562, 29.79200337905945)
2380,(-22.881507635057886, 29.79191022195649)
2390,(-22.8814869376959, 29.791817064881936)
2400,(-22.88146624027965, 29.79172390783577)
2410,(-22.881445542809143, 29.791630750818022)
2420,(-22.88142484528438, 29.791537593828693)
2430,(-22.88140414770535, 29.791444436867742)
2440,(-22.881383450072068, 29.7913512799352)
2450,(-22.88136275238453, 29.791258123031067)
2460,(-22.881342054642726, 29.791164966155346)
2470,(-22.88132135684667, 29.791071809308026)
2480,(-22.88130065899635, 29.790978652489112)
2490,(-22.881279961091774, 29.790885495698593)
2500,(-22.881259263132943, 29.790792338936498)
2510,(-22.881238565119855, 29.790699182202797)
2520,(-22.881217867052502, 29.790606025497492)
2530,(-22.881197168930896, 29.790512868820596)
2540,(-22.88117647075503, 29.790419712172113)
2550,(-22.881155772524906, 29.79032655555203)
2560,(-22.88113507424053, 29.790233398960353)
2570,(-22.881114375901884, 29.790140242397076)
2580,(-22.88109367750899, 29.790047085862223)
2590,(-22.881072979061837, 29.789953929355764)
2600,(-22.88105228056042, 29.7898607728777)
2610,(-22.881031582004756, 29.789767616428055)
2620,(-22.881010883394833, 29.789674460006818)
2630,(-22.88099018473064, 29.78958130361397)
2640,(-22.880969486012205, 29.789488147249532)
2650,(-22.88094878723951, 29.789394990913504)
2660,(-22.880928088412556, 29.789301834605883)
2670,(-22.88090738953134, 29.789208678326663)
2680,(-22.880886690595872, 29.789115522075846)
2690,(-22.880865991606147, 29.78902236585344)
2700,(-22.880845292562167, 29.788929209659454)
2710,(-22.880824593463927, 29.788836053493853)
2720,(-22.880803894311427, 29.78874289735666)
2730,(-22.88078319510468, 29.788649741247873)
2740,(-22.880762495843673, 29.78855658516751)
2750,(-22.880741796528408, 29.788463429115534)
2760,(-22.88072109715889, 29.788370273091964)
2770,(-22.88070039773511, 29.7882771170968)
2780,(-22.88067969825708, 29.78818396113006)
2790,(-22.880658998724797, 29.788090805191707)
2800,(-22.880638299138244, 29.787997649281756)
2810,(-22.88061759949744, 29.787904493400223)
2820,(-22.88059689980238, 29.787811337547105)
2830,(-22.880576200053074, 29.787718181722372)
2840,(-22.880555500249503, 29.78762502592605)
2850,(-22.880534800391676, 29.78753187015814)
2860,(-22.880514100479594, 29.78743871441864)
2870,(-22.880493400513263, 29.787345558707543)
2880,(-22.880472700492675, 29.787252403024844)
2890,(-22.88045200041783, 29.78715924737057)
2900,(-22.880431300288727, 29.78706609174469)
2910,(-22.88041060010537, 29.78697293614721)
2920,(-22.88038989986775, 29.78687978057814)
2930,(-22.880369199575888, 29.78678662503749)
2940,(-22.88034849922976, 29.786693469525233)
2950,(-22.88032779882939, 29.786600314041387)
2960,(-22.880307098374754, 29.786507158585945)
2970,(-22.88028639786587, 29.786414003158917)
2980,(-22.880265697302725, 29.786320847760287)
2990,(-22.88024499668533, 29.786227692390064)
3000,(-22.880224296013676, 29.786134537048245)
3010,(-22.880203595287774, 29.786041381734854)
3020,(-22.88018289450761, 29.78594822644985)
3030,(-22.8801621936732, 29.78585507119325)
3040,(-22.88014149278453, 29.78576191596506)
3050,(-22.880120791841613, 29.785668760765297)
3060,(-22.88010009084443, 29.785575605593916)
3070,(-22.880079389793, 29.78548245045095)
3080,(-22.880058688687317, 29.785389295336394)
3090,(-22.880037987527373, 29.785296140250253)
3100,(-22.88001728631318, 29.7852029851925)
3110,(-22.879996585044733, 29.785109830163172)
3120,(-22.879975883722036, 29.785016675162236)
3130,(-22.879955182345086, 29.784923520189725)
3140,(-22.879934480913878, 29.784830365245607)
3150,(-22.87991377942841, 29.784737210329897)
3160,(-22.879893077888692, 29.78464405544259)
3170,(-22.87987237629473, 29.784550900583707)
3180,(-22.87985167464651, 29.78445774575322)
3190,(-22.879830972944024, 29.78436459095114)
3200,(-22.8798102711873, 29.78427143617747)
3210,(-22.87978956937632, 29.78417828143221)
3220,(-22.879768867511086, 29.784085126715365)
3230,(-22.879748165591597, 29.783991972026907)
3240,(-22.87972746361786, 29.783898817366865)
3250,(-22.879706761589873, 29.783805662735244)
3260,(-22.879686059507623, 29.783712508132012)
3270,(-22.87966535737112, 29.783619353557203)
3280,(-22.879644655180368, 29.78352619901079)
3290,(-22.879623952935372, 29.783433044492796)
3300,(-22.879603250636116, 29.7833398900032)
3310,(-22.8795825482826, 29.78324673554201)
3320,(-22.87956184587484, 29.783153581109232)
3330,(-22.87954114341283, 29.783060426704882)
3340,(-22.879520440896574, 29.782967272328914)
3350,(-22.87949973832605, 29.782874117981354)
3360,(-22.879479035701273, 29.78278096366221)
3370,(-22.87945833302226, 29.78268780937148)
3380,(-22.87943763028898, 29.782594655109154)
3390,(-22.87941692750146, 29.78250150087523)
3400,(-22.879396224659683, 29.782408346669715)
3410,(-22.879375521763652, 29.782315192492618)
3420,(-22.879356190651674, 29.782222661059958)
3430,(-22.879338917244173, 29.78213106372617)
3440,(-22.87932164378422, 29.782039466415686)
3450,(-22.879304370271804, 29.781947869128512)
3460,(-22.879287096706936, 29.781856271864644)
3470,(-22.87926982308962, 29.78176467462408)
3480,(-22.879252549419846, 29.78167307740682)
3490,(-22.879235275697624, 29.78158148021287)
3500,(-22.879218001922947, 29.781489883042227)
3510,(-22.879200728095817, 29.781398285894888)
3520,(-22.879183454216232, 29.781306688770854)
3530,(-22.87916618028419, 29.78121509167013)
3540,(-22.879148906299708, 29.781123494592716)
3550,(-22.87913163226277, 29.78103189753861)
3560,(-22.879114358173375, 29.7809403005078)
3570,(-22.879097084031528, 29.780848703500304)
3580,(-22.879079809837226, 29.78075710651611)
3590,(-22.879062535590478, 29.780665509555234)
3600,(-22.879045261291274, 29.780573912617655)
3610,(-22.879027986939615, 29.78048231570339)
3620,(-22.87901071253551, 29.780390718812427)
3630,(-22.878993438078947, 29.780299121944772)
3640,(-22.878976163569934, 29.780207525100426)
3650,(-22.878958889008466, 29.780115928279383)
3660,(-22.87894161439455, 29.780024331481656)
3670,(-22.87892433972818, 29.77993273470723)
3680,(-22.87890706500936, 29.779841137956108)
3690,(-22.878889790238087, 29.779749541228302)
3700,(-22.87887251541436, 29.779657944523795)
3710,(-22.878855240538186, 29.779566347842596)
3720,(-22.878837965609556, 29.779474751184708)
3730,(-22.878820690628483, 29.779383154550125)
3740,(-22.878803415594945, 29.77929155793886)
3750,(-22.87878614050896, 29.779199961350887)
3760,(-22.878768865370525, 29.77910836478623)
3770,(-22.878751590179643, 29.77901676824488)
3780,(-22.878734314936295, 29.77892517172684)
3790,(-22.878717039640513, 29.7788335752321)
3800,(-22.878699764292268, 29.778741978760674)
3810,(-22.878682488891585, 29.778650382312556)
3820,(-22.878665213438442, 29.77855878588775)
3830,(-22.878647937932847, 29.778467189486246)
3840,(-22.878630662374796, 29.77837559310805)
3850,(-22.878613386764307, 29.778283996753164)
3860,(-22.87859611110136, 29.778192400421588)
3870,(-22.878578835385955, 29.778100804113315)
3880,(-22.87856155961811, 29.778009207828347)
3890,(-22.878544283797815, 29.777917611566696)
3900,(-22.87852700792506, 29.777826015328348)
3910,(-22.87850973199986, 29.777734419113315)
3920,(-22.87849245602221, 29.777642822921585)
3930,(-22.878475179992112, 29.777551226753165)
3940,(-22.878457903909556, 29.777459630608057)
3950,(-22.878440627774555, 29.77736803448626)
3960,(-22.8784233515871, 29.77727643838776)
3970,(-22.87840607534719, 29.777184842312572)
3980,(-22.878388799054843, 29.77709324626069)
3990,(-22.87837152271004, 29.777001650232133)
4000,(-22.87835424631279, 29.776910054226867)
4010,(-22.87833696986309, 29.776818458244914)
4020,(-22.878319693360933, 29.776726862286278)
4030,(-22.878302416806324, 29.776635266350947)
4040,(-22.878285140199278, 29.776543670438922)
4050,(-22.878267863539776, 29.776452074550207)
4060,(-22.878250586827818, 29.776360478684797)
4070,(-22.87823331006341, 29.7762688828427)
4080,(-22.878216033246566, 29.77617728702392)
4090,(-22.87819875637726, 29.776085691228438)
4100,(-22.87818147945551, 29.775994095456262)
4110,(-22.8781642024813, 29.775902499707414)
4120,(-22.878146925454654, 29.77581090398186)
4130,(-22.87812964837556, 29.77571930827962)
4140,(-22.878112371244004, 29.77562771260069)
4150,(-22.878095094060008, 29.775536116945066)
4160,(-22.878077236856672, 29.775444354090872)
4170,(-22.87805802634441, 29.775352201077407)
4180,(-22.878038815779057, 29.77526004809003)
4190,(-22.878019605160613, 29.775167895128718)
4200,(-22.87800039448908, 29.77507574219347)
4210,(-22.87798118376445, 29.77498358928431)
4220,(-22.877961972986743, 29.77489143640122)
4230,(-22.87794276215595, 29.774799283544223)
4240,(-22.87792355127206, 29.77470713071329)
4250,(-22.877904340335075, 29.774614977908417)
4260,(-22.87788512934501, 29.77452282512964)
4270,(-22.87786591830185, 29.77443067237694)
4280,(-22.87784670720561, 29.774338519650296)
4290,(-22.877827496056288, 29.774246366949754)
4300,(-22.877808284853856, 29.774154214275278)
4310,(-22.877789073598343, 29.774062061626864)
4320,(-22.87776986228975, 29.77396990900455)
4330,(-22.877750650928057, 29.773877756408286)
4340,(-22.877731439513283, 29.773785603838117)
4350,(-22.87771222804542, 29.773693451294026)
4360,(-22.877693016524464, 29.773601298775997)
4370,(-22.87767380495043, 29.77350914628406)
4380,(-22.877654593323303, 29.77341699381819)
4390,(-22.877635381643085, 29.77332484137839)
4400,(-22.87761616990978, 29.773232688964676)
4410,(-22.877596958123387, 29.773140536577035)
4420,(-22.87757774628391, 29.773048384215475)
4430,(-22.877558534391337, 29.772956231879995)
4440,(-22.87753932244569, 29.77286407957057)
4450,(-22.877520110446948, 29.77277192728724)
4460,(-22.877500898395112, 29.772679775029996)
4470,(-22.877481686290192, 29.772587622798802)
4480,(-22.877462474132187, 29.772495470593704)
4490,(-22.877443261921094, 29.77240331841467)
4500,(-22.877424049656916, 29.772311166261723)
4510,(-22.87740483733965, 29.77221901413485)
4520,(-22.8773856249693, 29.772126862034057)
4530,(-22.87736641254585, 29.772034709959346)
4540,(-22.87734720006933, 29.7719425579107)
4550,(-22.877327987539704, 29.771850405888127)
4560,(-22.877308774957005, 29.771758253891644)
4570,(-22.877289562321213, 29.77166610192124)
4580,(-22.877270349632344, 29.771573949976894)
4590,(-22.877251136890383, 29.771481798058645)
4600,(-22.87723192409533, 29.771389646166458)
4610,(-22.877212711247193, 29.77129749430036)
4620,(-22.87719349834597, 29.771205342460348)
4630,(-22.87717428539166, 29.771113190646382)
4640,(-22.877155072384266, 29.77102103885852)
4650,(-22.877135859323783, 29.770928887096737)
4660,(-22.87711664621021, 29.77083673536101)
4670,(-22.877097433043566, 29.77074458365138)
4680,(-22.877078219823815, 29.77065243196781)
4690,(-22.877059006550997, 29.77056028031033)
4700,(-22.877039793225084, 29.77046812867894)
4710,(-22.877020579846082, 29.7703759770736)
4720,(-22.877001366413996, 29.770283825494353)
4730,(-22.87698215292883, 29.770191673941184)
4740,(-22.876962939390573, 29.770099522414075)
4750,(-22.876943725799233, 29.77000737091307)
4760,(-22.8769245121548, 29.76991521943814)
4770,(-22.87690529845729, 29.769823067989265)
4780,(-22.876886084706697, 29.76973091656649)
4790,(-22.876866870903005, 29.769638765169777)
4800,(-22.876847657046238, 29.769546613799154)
4810,(-22.876828443136386, 29.769454462454608)
4820,(-22.876809229173446, 29.769362311136128)
4830,(-22.87679001515742, 29.76927015984375)
4840,(-22.87677080108831, 29.769178008577434)
4850,(-22.876751586966115, 29.7690858573372)
4860,(-22.876732372790837, 29.76899370612304)
4870,(-22.876713158562474, 29.76890155493496)
4880,(-22.876693944281023, 29.76880940377296)
4890,(-22.876674729946487, 29.76871725263704)
4900,(-22.876655515558866, 29.76862510152719)
4910,(-22.87663630111816, 29.768532950443422)
4920,(-22.87661708662437, 29.76844079938575)
4930,(-22.8765978720775, 29.76834864835413)
4940,(-22.87657865747754, 29.768256497348602)
4950,(-22.8765594428245, 29.768164346369144)
4960,(-22.876540228118373, 29.768072195415776)
4970,(-22.876521013359167, 29.76798004448849)
4980,(-22.876501798546872, 29.767887893587268)
4990,(-22.87648258368149, 29.76779574271213)
5000,(-22.876463368763034, 29.76770359186307)
5010,(-22.876444153791482, 29.76761144104009)
5020,(-22.87642493876686, 29.7675192902432)
5030,(-22.876405723689142, 29.76742713947238)
5040,(-22.876386508558344, 29.767334988727633)
5050,(-22.87636729337446, 29.76724283800897)
5060,(-22.876348078137486, 29.76715068731638)
5070,(-22.876328862847448, 29.767058536649884)
5080,(-22.87630964750431, 29.766966386009457)
5090,(-22.87629043210809, 29.766874235395104)
5100,(-22.876271216658797, 29.76678208480685)
5110,(-22.876252001156413, 29.766689934244663)
5120,(-22.876232785600944, 29.766597783708544)
5130,(-22.8762135699924, 29.766505633198516)
5140,(-22.87619435433076, 29.766413482714565)
5150,(-22.876175138616045, 29.7663213322567)
5160,(-22.87615592284825, 29.76622918182491)
5170,(-22.876136707027367, 29.766137031419195)
5180,(-22.8761174911534, 29.766044881039562)
5190,(-22.876098275226358, 29.765952730686024)
5200,(-22.876079059246226, 29.765860580358545)
5210,(-22.876059843213007, 29.76576843005715)
5220,(-22.875986907800595, 29.76576107086816)
5230,(-22.875900542550248, 29.76577490943752)
5240,(-22.87581417729871, 29.765788747989266)
5250,(-22.87572781204599, 29.76580258652342)
5260,(-22.875641446792056, 29.765816425039972)
5270,(-22.87555508153694, 29.765830263538923)
5280,(-22.875468716280604, 29.76584410202027)
5290,(-22.875382351023088, 29.76585794048401)
5300,(-22.87529598576437, 29.76587177893015)
5310,(-22.87520962050446, 29.7658856173587)
5320,(-22.875123255243352, 29.76589945576963)
5330,(-22.875036889981036, 29.765913294162978)
5340,(-22.87495052471753, 29.765927132538714)
5350,(-22.874864159452837, 29.76594097089685)
5360,(-22.87477779418694, 29.765954809237382)
5370,(-22.874691428919842, 29.765968647560314)
5380,(-22.874605063651533, 29.76598248586565)
5390,(-22.874518698382047, 29.76599632415338)
5400,(-22.874432333111365, 29.766010162423516)
5410,(-22.87434596783948, 29.766024000676044)
5420,(-22.874259602566404, 29.766037838910975)
5430,(-22.874173237292116, 29.766051677128306)
5440,(-22.87408687201664, 29.766065515328037)
5450,(-22.87400050673997, 29.766079353510165)
5460,(-22.8739141414621, 29.766093191674692)
5470,(-22.873827776183024, 29.76610702982162)
5480,(-22.873741410902763, 29.76612086795095)
5490,(-22.87365504562131, 29.76613470606268)
5500,(-22.873568680338654, 29.766148544156803)
5510,(-22.8734823150548, 29.766162382233333)
5520,(-22.87339594976974, 29.766176220292266)
5530,(-22.873309584483493, 29.766190058333603)
5540,(-22.873223219196056, 29.766203896357336)
5550,(-22.87313685390741, 29.766217734363465)
5560,(-22.873050488617576, 29.766231572351998)
5570,(-22.87296412332653, 29.76624541032293)
5580,(-22.872877758034303, 29.76625924827627)
5590,(-22.872791392740876, 29.766273086212003)
5600,(-22.872705027446244, 29.76628692413014)
5610,(-22.872618662150426, 29.766300762030674)
5620,(-22.872532296853397, 29.766314599913613)
5630,(-22.872445931555177, 29.76632843777896)
5640,(-22.87235956625577, 29.766342275626698)
5650,(-22.872273200955163, 29.766356113456848)
5660,(-22.872186835653352, 29.766369951269397)
5670,(-22.872100470350343, 29.766383789064342)
5680,(-22.87201410504614, 29.766397626841695)
5690,(-22.871927739740748, 29.766411464601447)
5700,(-22.871841374434155, 29.766425302343603)
5710,(-22.87175500912636, 29.76643914006815)
5720,(-22.87166864381736, 29.766452977775117)
5730,(-22.87158227850719, 29.766466815464483)
5740,(-22.871495913195805, 29.76648065313624)
5750,(-22.871409547883225, 29.766494490790404)
5760,(-22.871323182569444, 29.76650832842698)
5770,(-22.871236817254474, 29.766522166045952)
5780,(-22.871150451938302, 29.766536003647325)
5790,(-22.87106408662094, 29.766549841231104)
5800,(-22.870977721302385, 29.76656367879729)
5810,(-22.87089135598261, 29.766577516345865)
5820,(-22.870804990661657, 29.76659135387686)
5830,(-22.870718625339507, 29.766605191390244)
5840,(-22.87063226001616, 29.76661902888604)
5850,(-22.870545894691613, 29.766632866364244)
5860,(-22.870459529365863, 29.76664670382485)
5870,(-22.870373164038924, 29.76666054126785)
5880,(-22.870286798710794, 29.76667437869326)
5890,(-22.870200433381463, 29.766688216101077)
5900,(-22.87011406805093, 29.766702053491287)
5910,(-22.8700277027192, 29.76671589086392)
5920,(-22.869941337386273, 29.766729728218944)
5930,(-22.869854972052153, 29.76674356555637)
5940,(-22.86976860671684, 29.766757402876205)
5950,(-22.869682241380332, 29.766771240178446)
5960,(-22.869595876042606, 29.766785077463094)
5970,(-22.869509510703704, 29.76679891473014)
5980,(-22.86942314536361, 29.766812751979593)
5990,(-22.869336780022305, 29.766826589211455)
6000,(-22.86925041467982, 29.766840426425716)
6010,(-22.86916404933611, 29.76685426362239)
6020,(-22.869077683991225, 29.766868100801467)
6030,(-22.86899131864514, 29.766881937962943)
6040,(-22.86890495329786, 29.76689577510683)
6050,(-22.868818587949367, 29.76690961223312)
6060,(-22.868732222599693, 29.766923449341814)
6070,(-22.868645857248822, 29.766937286432917)
6080,(-22.868559491896754, 29.766951123506427)
6090,(-22.868473126543496, 29.76696496056234)
6100,(-22.86838676118902, 29.76697879760067)
6110,(-22.868300395833366, 29.76699263462139)
6120,(-22.868214030476516, 29.767006471624523)
